Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,cleansing_tweets
Urusannya duit. Siapa dapat apa. Kalau nanti itungan bisnisnya pemerintah Indonesia untung ya kita tepuk tangan. Kalau buntung ya resiko punya rezim model gini. Tapi itu nanti. Setelah ketauan harganya. Janjinya harga wajar. Wajar buat siapa?',0,0,0,0,0,0,0,0,0,0,0,0,urusannya duit siapa dapat apa kalau nanti hitungan bisnisnya pemerintah indonesia untung ya kita tepuk tangan kalau buntung ya risiko punya rezim model begini tapi itu nanti setelah ketahuan harganya janjinya harga wajar wajar buat siapa
USER USER Jadi ini ada plakat gitu isinya kerjasama antara polisi indonesia sama polisi tionghoa. Tapi menurut penjelasan polisinya itu mereka tolak karena harus ke mabes. Tapi liat fotonya malah udah kaya selametan gitu',1,0,0,1,0,0,0,0,1,0,1,0,jadi ini ada plakat begitu isinya kerja sama antara polisi indonesia sama polisi tionghoa tapi menurut penjelasan polisinya itu mereka tolak karena harus ke markas besar tapi lihat fotonya malah sudah kayak selamatan begitu
BELA IBU ASMA DEWI SEBAGAI BENTUK SOLIDARITAS ATAS KEKEJAMAN REZIM ANTI ISLAM . URL,1,0,1,0,0,0,0,0,1,1,0,0,bela ibu asma dewi sebagai bentuk solidaritas atas kekejaman rezim anti islam uniform resource locator
RT USER: USER tolol itu banyak yg bela penista agama walau sudah tersangka,1,1,0,1,1,0,0,0,0,0,1,0,tolol itu banyak yang bela penista agama walau sudah tersangka
USER Waini kurang minum kopi luwak biar gak deg2an alias kocak si pak bolotnya pas depan congor \xf0\x9f\x98\xb9\xf0\x9f\x98\x82',0,1,0,0,0,0,0,0,0,0,0,0,wah ini kurang minum kopi luwak biar tidak deg degan alias kocak sih pak bolotnya pas depan congor
"Hasil Akhir, Menyatakan USER Melindungi Ahok TERDAKWA PENISTA AGAMA !!!",1,0,1,0,1,0,0,0,0,1,0,0,hasil akhir menyatakan melindungi ahok terdakwa penista agama
Cie..ada mau yang narik-narik Gatot Nurmantyo bersaing dgn Jokowi nih...gak pas lah TNI aktif loh..Kalau buat 2019 Prabowo mau ditinggalin?,1,0,1,0,0,0,0,0,1,1,0,0,wah ada mau yang menarik menarik gatot nurmantyo bersaing dengan jokowi nih tidak pas lah tentara nasional indonesia aktif lah kalau buat 2019 prabowo mau ditinggalkan
USER Nga usah debat sama para kampret kerena otaknya sudah d rendam kencink onta',1,1,0,1,0,0,0,0,1,0,1,0,tidak usah debat sama para kampret karena otaknya sudah rendam kencing onta
Khofifah merupakan Srikandi NU yang pantas menduduki kursi Gubernur Jatim 2018 dengan didampingi Emil Dardak sebagai Wakil BaGusS #KhofifahEmilJatimSatu,0,0,0,0,0,0,0,0,0,0,0,0,khofifah merupakan srikandi nu yang pantas menduduki kursi gubernur jawa timur 2018 dengan didampingi emil dardak sebagai wakil bagus khofifah emil jawa timur satu
"berawal dari mikir nyeleneh kenapa Tuhan ku ciptain anjing dan babi yg jelas di kitab Ia mengharamkan kedua nya, bahkan untuk babi, menyentuh kulit nya yg basah saja sudah termasuk haram. Akal ku belum sampai kesana, mungkin aku kurang baca.'",0,0,0,0,0,0,0,0,0,0,0,0,berawal dari pikir nyeleneh kenapa tuhan ku ciptakan anjing dan babi yang jelas di kitab ia mengharamkan kedua nya bahkan untuk babi menyentuh kulit nya yang basah saja sudah termasuk haram akal ku belum sampai kesana mungkin aku kurang baca
"USER USER Itu semalem di USER juga ada banyak PCK , pekerja cocot komersial.'",1,1,0,1,0,0,0,0,1,0,1,0,itu semalam di juga ada banyak pck pekerja cocot komersial
{mu} ngapa gue ngikutin beritanya bencong-bencong itu yaelah',0,1,0,0,0,0,0,0,0,0,0,0,mu kenapa gue mengikuti beritanya bencong bencong itu yaelah
"Tomohon juga merupakan pusat pembelajaran agama Kristen dan Katolik. Ada tempat khusus untuk berdoa dan meditasi yang disebut Bukit Kasih, sebuah tempat suci yang indah dan tenang. #TomohonInternationalFlowerFestival\n\nNor'",0,0,0,0,0,0,0,0,0,0,0,0,tomohon juga merupakan pusat pembelajaran agama kristen dan katolik ada tempat khusus untuk berdoa dan meditasi yang disebut bukit kasih sebuah tempat suci yang indah dan tenang tomohon international flower festival nor
"Kalau cuma soal melokalisasi agama, NU sudah kalah kreatif dengan Kristen (Protestan) di Indonesia. Ada Kristen Jawa, Batak dsb. :-p'",0,0,0,0,0,0,0,0,0,0,0,0,kalau cuma soal melokalisasi agama nu sudah kalah kreatif dengan kristen protestan di indonesia ada kristen jawa batak dan sebagainya
RT USER: #IklanAhokJahat bikin darah mendidih. bangsat penuh dengan propaganda. emang lo kira islam radikal ?Kalau kami mau,1,1,1,0,1,0,0,0,0,1,0,0,iklan ahok jahat bikin darah mendidih bangsat penuh dengan propaganda memang kamu kira islam radikal kalau kami mau
"PBB pandangan saya naik secara signifikan , paling bagus pasangan presiden incumben melawan Gatot Nurmantyo &amp; Yusril",0,0,0,0,0,0,0,0,0,0,0,0,pbb pandangan saya naik secara signifikan paling bagus pasangan presiden incumbent melawan gatot nurmantyo amp yusril
"Gaes; Hanya Presiden USER yang blusuk an dihampir seluruh pelosok Negri ini.; ; Jokowi mendengar langsung Keluhan dan Keinginan warganya serta mengecek sendiri Program Pemerintah; ; Nih video; Pemimpin yg Duduk sama Rendah, Berdiri sama tinggi bersama R",0,0,0,0,0,0,0,0,0,0,0,0,guys hanya presiden yang blusuk an dihampir seluruh pelosok negeri ini jokowi mendengar langsung keluhan dan keinginan warganya serta mengecek sendiri program pemerintah nih video pemimpin yang duduk sama rendah berdiri sama tinggi bersama
"__-__; Warga Baduy setelah selesai memperingati tradisi Seba di Pendopo Pemkab Lebak akan dilanjutkan kembali bertemu dengan Gubernur Banten Wahidin Halim hari ini, Sabtu (21/4) #SebaBaduy2018",0,0,0,0,0,0,0,0,0,0,0,0,warga badui setelah selesai memperingati tradisi seba di pendopo pemerintah kabupaten lebak akan dilanjutkan kembali bertemu dengan gubernur banten wahidin halim hari ini sabtu 21 seba baduy 2018
USER Setan si lu ya',1,1,1,0,0,0,0,0,1,1,0,0,setan sih kamu ya
USER USER Gwe lagi celeng gak bikin synNa esmosi. Jangan mancing dong',0,0,0,0,0,0,0,0,0,0,0,0,gue lagi celeng tidak bikin synna emosi jangan mancing dong
USER Kenapa cebong kelojotan dengan takjil #2019GantiPresiden ..\nKalo kalian waras buatlah takjil yang sama bukannya ngamuk ngamuk ngga karuan.\nGiliran presiden di hina kalian mingkem..\n#2019GantiPresiden \n#2019GantiPresidenKacung',1,1,0,1,0,0,0,0,1,0,1,0,kenapa cebong kelojotan dengan takjil 2019 ganti presiden kalau kalian waras buatlah takjil yang sama bukannya mengamuk mengamuk tidak karuan giliran presiden di hina kalian diam 2019 ganti presiden 2019 ganti presiden kacung
USER Kampang memang',1,1,0,1,0,0,0,0,1,0,1,0,kampang memang
USER rezim tukang nipu. hoax . anti kritik',1,0,0,1,0,0,0,0,1,0,1,0,rezim tukang menipu hoaks anti kritik
"USER USER Cebong kurang kopi eta mah...\xf0\x9f\x98\x81\nHarga harga naik, ngakunya masih bisa beli.. padahal mah ngutang \xf0\x9f\x98\x82'",1,1,0,1,0,0,0,0,1,0,1,0,cebong kurang kopi eta adalah harga harga naik mengakuinya masih bisa beli padahal adalah berutang
Para tokoh politik yang bersebrangan sama pemerintah smkin brani bicara kasar jauh dari etika si parabowo brani bilang elit goblog siapa yg dia maksud.anda sekolah dimana wo sampai kapan pun anda tdk akan jadi presiden.anggota dewan sudah brani bilang kementrian agama bangsat.',0,1,0,0,0,0,0,0,0,0,0,0,para tokoh politik yang berseberangan sama pemerintah semakin berani bicara kasar jauh dari etika sih prabowo berani bilang elite goblok siapa yang dia maksud anda sekolah dimana oi sampai kapan pun anda tidak akan jadi presiden anggota dewan sudah berani bilang kementerian agama bangsat
"USER USER Cara berpikir bayi tabung perpaduan sperma KAMPRET dan ONTA.., jangan pernah diragukan lagi.'",1,1,1,0,0,0,0,0,1,1,0,0,cara berpikir bayi tabung perpaduan sperma kampret dan onta jangan pernah diragukan lagi
USER USER monyet yang di sumber juga masih pada idup tuh\xf0\x9f\x99\x8a',0,0,0,0,0,0,0,0,0,0,0,0,monyet yang di sumber juga masih pada hidup itu
"USER Kata cebong; \nAh.. telur naik cuma 3000an aja berisik, dasar kampret miskin... \xf0\x9f\x98\x8f\xf0\x9f\x98\x8f\xf0\x9f\x98\x8f'",1,1,0,1,0,0,0,0,1,0,1,0,kata cebong nah telur naik cuma 3000an saja berisik dasar kampret miskin
"Selamat sore tweeps. Hari ini (18/4), Presiden Jokowi memimpin Rapat Terbatas #ratas di Istana Kepresidenan Bogor, Rabu (18/4) membahas mengenai Percepatan Pelaksanaan Berusaha (Online Single Submission/OSS). Berikut beberapa poin arahannya. Simak ya USER",0,0,0,0,0,0,0,0,0,0,0,0,selamat sore twit hari ini 18 presiden jokowi memimpin rapat terbatas ratas di istana kepresidenan bogor rabu 18 membahas mengenai percepatan pelaksanaan berusaha online single submission online single submission berikut beberapa poin arahannya simak ya
Gimana menyelesaikan kasus impor alutsista brimob ini pak USER ? Kl gk mampu mending mundur ajalah pak URL,1,0,1,0,0,0,0,0,1,1,0,0,bagaimana menyelesaikan kasus impor alat utama sistem pertahanan brigade mobil ini pak kalau tidak mampu mending mundur sajalah pak uniform resource locator
"USER USER Aww good luck, aku suka pusing kalau bahas budaya populer :')",0,0,0,0,0,0,0,0,0,0,0,0,aww good luck aku suka pusing kalau bahas budaya populer
Nama: Gatot Saptono a.l Al Khaththath Status: Tersangka Kasus: Pemufakatan Makar (dugaan) Pendukung Anies Sandi,1,0,1,0,0,0,0,0,1,1,0,0,nama gatot saptono al khaththath status tersangka kasus pemufakatan makar dugaan pendukung anies sandi
"Jelang Pilkada, Pemkab Garut Kebut Cetak 116 Ribu e-KTP",0,0,0,0,0,0,0,0,0,0,0,0,jelang pilihan kepala daerah pemerintah kabupaten garut kebut cetak 116 ribu kartu tanda penduduk
Yeeee...; Indonesia hebat.; Indonesia dibanjiri Tenaga Kerja Asing.; ; Pk Jokowi Kren deh. Top banget. Kalau bisa Presiden Seumur Hidup.???; Ayo dukung Jokowi Balik Ke Solo; #2019GantiPresiden,1,0,1,0,0,0,0,0,1,1,0,0,iya indonesia hebat indonesia dibanjiri tenaga kerja asing pak jokowi keren deh top banget kalau bisa presiden seumur hidup ayo dukung jokowi balik ke solo 2019 ganti presiden
anjing-anjing Orde Baru kayak USER emang tukang NGIBUL.kgk malu mengaku Ustadz?,1,1,1,0,0,0,0,0,1,1,0,0,anjing anjing orde baru kayak memang tukang menipu tidak malu mengaku ustaz
Indosat eek',1,1,0,1,0,0,0,0,1,0,1,0,indosat tai
"Di Maiyah tidak ada keamanan tapi selalu aman, karena masing-masing setiap diri yang hadir di Maiyah adalah prajurit keamanan. Kita selalu belajar saling mengamankan, menyamankan dan membahagiakan. ; ; #MSApril",0,0,0,0,0,0,0,0,0,0,0,0,di maiyah tidak ada keamanan tapi selalu aman karena masing masing setiap diri yang hadir di maiyah adalah prajurit keamanan kita selalu belajar saling mengamankan menyamankan dan membahagiakan muhammad sapril
"USER nggak, terlalu berlebihan, cukup butuh presiden yang gak takut miskin harta,hilang kuasa dan tahta!",0,0,0,0,0,0,0,0,0,0,0,0,enggak terlalu berlebihan cukup butuh presiden yang tidak takut miskin harta hilang kuasa dan tahta
"Ayat apa yang dingajikan? Perintah perangi, bunuh, dan penggal kafir?",1,0,0,1,1,0,0,0,0,0,1,0,ayat apa yang dingajikan perintah perangi bunuh dan penggal kafir
USER USER USER yang komunis itu siapa',0,0,0,0,0,0,0,0,0,0,0,0,yang komunis itu siapa
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,0,0,0,0,0,0,0,0,0,0,0,0,
"USER USER USER USER USER USER USER USER Melalui Sedulur Ngaji semoga ALLAH ijinkan Gus Ipul,Mbak Puti jadi Gubernur dan Wagub Jatim",0,0,0,0,0,0,0,0,0,0,0,0,melalui saudara mengaji semoga allah izinkan gus ipul mbak puti jadi gubernur dan wakil gubernur jawa timur
USER Puisi Sukmawati puisi sang iblis',1,1,1,0,0,0,0,0,1,1,0,0,puisi sukmawati puisi sang iblis
USER Yeuh kunyuk',0,1,0,0,0,0,0,0,0,0,0,0,jijik kunyuk
USER Yang ada di otaknya tentang kesetaraan gender cuma telanjang. Dasar mesum cacad.',1,1,1,0,0,0,1,1,0,1,0,0,yang ada di otaknya tentang kesetaraan gender cuma telanjang dasar mesum cacat
USER USER USER USER USER USER USER USER USER USER USER USER PADA JAMILAH? IH AISYAH NYA LESBI\xf0\x9f\x98\x83 #IOIXONEMAKRAB',0,1,0,0,0,0,0,0,0,0,0,0,pada jamilah ih aisya nya lesbi ioixonemakrab
"Bismillah,; superiorPRINTING;; Harga; Ecer :LGNpolos135k,Print 145k; Lusin:LGNpolos 120k,Print130k; ; Bahan : Serena ,Drifit, PE sp; Info order:; Pin. 5FD97626; Wa. 081210090063; IG . sriyonoyn; #bolanet #pilkada #Jersey4Sale; #Jersey; #GoesToFestivalTamb",0,0,0,0,0,0,0,0,0,0,0,0,bismillah superior printing harga ecer lgn polos print seratus empat puluh lima ribu lusin lgn polos seratus dua puluh ribu print 130 ribu bahan serena dri fit pe sp info order pin 5fd97626 wa 081210090063 instagram sri yono bolanet pilihan kepala daerah jersey for sale jersey goes to festival thumb
USER udik bener kasian. mau ditidurin?',1,1,1,0,0,0,0,1,0,1,0,0,udik benar kasihan mau ditiduri
"""Saya hari ini menyaksikan, mulai dari petani, masyarakat, ulama, dan pemerintah mendukung program #KapalKemanusiaan untuk Suriah berupa 1.000 ton beras."" - Ahyudin, Presiden ACT.; ; Yuk, simak penjelasan lebih lengkapnya dalam video berikut! :); ; #LetsHe",0,0,0,0,0,0,0,0,0,0,0,0,saya hari ini menyaksikan mulai dari petani masyarakat ulama dan pemerintah mendukung program kapal kemanusiaan untuk suriah berupa 000 ton beras ahyudin presiden act yuk simak penjelasan lebih lengkapnya dalam video berikut letshe
"kenapa mesti diproyekkan ke asing?? katanya nasionalis, pancasilais....koq pilih asing. jangan-jangan antek asing nih.....",1,0,1,0,0,0,0,0,1,1,0,0,kenapa mesti diproyekkan ke asing katanya nasionalis pancasilais kok pilih asing jangan jangan antek asing nih
USER Itu artinya bacot lo',1,1,1,0,0,0,0,0,1,1,0,0,itu artinya bacot kamu
ternyata Tol ngutang ke Jepang... lewat 3% jokowi layak di makzulkan.. Turunkan Jokowi...,1,0,1,0,0,0,0,0,1,0,0,1,ternyata tol berutang ke jepang lewat jokowi layak di makzulkan turunkan jokowi
"USER USER Akulturasi suatu agama di suatu daerah adalah keniscayaan, seperti juga Kristen di Jawa yg berjalan berbarengan dengan tradisi Jawa. Tapi kenapa tidak ada istilah Kristen nusantara? Kristen adlh Kristen, Islam adlh Islam, penyebutan Isl",0,0,0,0,0,0,0,0,0,0,0,0,akulturasi suatu agama di suatu daerah adalah keniscayaan seperti juga kristen di jawa yang berjalan berbarengan dengan tradisi jawa tapi kenapa tidak ada istilah kristen nusantara kristen adalah kristen islam adalah islam penyebutan isl
Anda mengajarkan ngaji ayat cocok2 penis dan penggal kafir dapat pahala? Anda membiadabkan,1,1,0,1,1,0,0,1,0,0,1,0,anda mengajarkan mengaji ayat cocok cocok penis dan penggal kafir dapat pahala anda membiadabkan
RT USER: Kirim foto kontol kalian yg full.\n.... kalo tertarik kita vc',0,1,0,0,0,0,0,0,0,0,0,0,kirim foto kontol kalian yang full kalau tertarik kita video call
"jangan sombong tau hey.. manusia itu sumber bau diantaranya : bau kaki, bau itu, bau udel, bau ketek, congean, korong, cileuh, bau kepala dan (bau mulut : bau karbit, jengkoleun, comberan, dan bangke)'",0,1,0,0,0,0,0,0,0,0,0,0,jangan sombong tau he manusia itu sumber bau diantaranya bau kaki bau itu bau udel bau ketek congean korong cileuh bau kepala dan bau mulut bau karbit jengkolan comberan dan bangkai
RT USER: melayani 2 kontol security di meeting room... RT for the video.. URL,0,1,0,0,0,0,0,0,0,0,0,0,melayani kontol security di meeting room for the video uniform resource locator
"USER Anjing tai goblok idiot bangsat monyet babi fucc, kont, ngents, goblok. \n\nIya tau kasar bgt maaf'",1,1,1,0,0,0,1,1,0,1,0,0,anjing tai goblok idiot bangsat monyet babi fuck kont kangen goblok iya tau kasar banget maaf
"KNP MENANG YA ANIES,SANDI? USER Hrs USUT KPU DKI,WALAU TELAT!DR AWAL SDH banyak YG G WAJAR!KAMPANYE,INTIMIDASI2!DLL",1,0,0,1,0,0,0,0,1,0,1,0,kenapa menang ya anies sandi harus usut komisi pemelihan umum daerah khusus ibukota walau telat dari awal sudah banyak yang wajar kampanye intimidasi intimidasi dan lain lain
udah gue tinggal beli batagor sampe balik lagi blm mulai anjir ngaret amat',0,1,0,0,0,0,0,0,0,0,0,0,sudah gue tinggal beli batagor sampai balik lagi belum mulai anjir ngaret amat
USER E N G G A K. dah tuh pengen gue mute anjir',0,1,0,0,0,0,0,0,0,0,0,0,sudah itu ingin gue mute anjir
USER USER Wah bawang nya aseng nih gan',0,0,0,0,0,0,0,0,0,0,0,0,wah bawang nya asing nih juragan
USER Mampus lu anaknya langsung nongol',1,1,1,0,0,0,0,0,1,1,0,0,mampus kamu anaknya langsung nongol
"RT USER: ""Bisa kagak oum, buat dapetin jodoh.?""\n\nNtu mah pake pelet Jepang ajah dek. Lebih effektif.\n\nHonda beat dgn Honda Jazz ntu b\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0,0,0,0,bisa tidak oum buat mendapatkan jodoh itu adalah pakai pelet jepang saja dek lebih efektif honda beat dengan honda jazz itu
"Anda berpeluang menjadi tokoh perubahan Pak Lukman, jelaskan Hidup untuk Allah SWT sesat.",1,1,0,1,1,0,0,0,0,0,1,0,anda berpeluang menjadi tokoh perubahan pak lukman jelaskan hidup untuk allah subhanahu wa taala sesat
USER sini. Om jilatin memek nya. Mau nggak',0,1,0,0,0,0,0,0,0,0,0,0,sini om jilati memek nya mau enggak
"USER anjir.....\n\ngue ngecek berkali kali buat mastiin itu cewe beneran apa cowo, siapa tau tipuan kaya video yg lain, ternyata asli cewe \xf0\x9f\x98\xad\n\nterlepas dari gender, tetep gabener sih astaga \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad semoga ade gue ga begini, aamiin.'",0,1,0,0,0,0,0,0,0,0,0,0,anjir gue mengecek berkali kali buat memastikan itu cewek benaran apa cowok siapa tau tipuan kayak video yang lain ternyata asli cewek terlepas dari gender tetap enggak benar sih astaga semoga adek gue tidak begini amin
RT USER: USER USER\n\niklan BEGO buatan partai BEGO untuk pemilih BEGO',1,1,0,1,0,0,0,0,1,0,1,0,niklan bego buatan partai bego untuk pemilih bego
"USER , tambah acak acakan . Ntar lagi ada pahlawan kesiangan. Yg gagalkan kudeta PKI aja gak pakai gelar pahlawan.'",0,0,0,0,0,0,0,0,0,0,0,0,tambah acak acakan nanti lagi ada pahlawan kesiangan yang gagalkan kudeta partai komunis indonesia saja tidak pakai gelar pahlawan
Kubu Prabowo Selalu Menilai Negatif Kebijakan Jokowi pemilihan presiden2019 URL,1,0,0,1,0,0,0,0,1,0,1,0,kubu prabowo selalu menilai negatif kebijakan jokowi pemilihan presiden 2019 uniform resource locator
USER USER mau dong ngewe kaya gitu',0,1,0,0,0,0,0,0,0,0,0,0,mau dong ngewe kayak begitu
USER kampang lo anj',1,1,1,0,0,0,0,0,1,1,0,0,kampang kamu anjing
\xe2\x80\x9cMbak gak ikut meeting?\xe2\x80\x9d\n\n\xe2\x80\x9cKatanya gapapa tadi\xe2\x80\x9d\n\nLha berarti tadi diajak meeting? Disuruh? Tapi si bloon diam aja kayak patung.\n\nMiskom. Somplak. \xf0\x9f\x98\x94',1,1,1,0,0,0,0,0,1,1,0,0,mbak tidak ikut meeting katanya tidak apa apa tadi lah berarti tadi diajak meeting disuruh tapi sih belum diam saja kayak patung miskomunikasi somplak
"USER Biaya ambil alih mayoritas saham (51%) PT FI ~US$5 miliar minimum, dr utang kpd perbankan asing. Itu blm lagi sbgi pemegang saham mayoritas hrs taro duit utk bangun smelter pemurnian + pembangkit listrik, blm lg biaya \xe2\x80\x9cDeep Cave Mini",0,0,0,0,0,0,0,0,0,0,0,0,biaya ambil alih mayoritas saham 51 pt fi us miliar minimum dari utang kepada perbankan asing itu belum lagi sebagai pemegang saham mayoritas harus taro duit untuk bangun smelter pemurnian pembangkit listrik belum lagi biaya deep cave mini
RT USER: Anies: Ombudsman Perwakilan itu TIDAK SAMA dengan Ombudsman Republik Indonesia. Ingat2 itu ya!\n\nOmbudsman RI: Ombudsman Perwaki\xe2\x80\xa6',0,0,0,0,0,0,0,0,0,0,0,0,anies ombudsman perwakilan itu tidak sama dengan ombudsman republik indonesia ingat ingat itu ya ombudsman ri ombudsman perwaki
USER USER Lebay bener duda ini ya?,1,0,1,0,0,0,0,0,1,1,0,0,lebay benar duda ini ya
Presiden USER Keluhkan Minimnya Publikasi Asian Games XVIII #AsianGames2018,0,0,0,0,0,0,0,0,0,0,0,0,presiden keluhkan minimnya publikasi asian games xviii asian games 2018
"Angkat Tradisi dan Budaya, Rakyat Banyuwangi Kunci Kesuksesan BEC 2017",0,0,0,0,0,0,0,0,0,0,0,0,angkat tradisi dan budaya rakyat banyuwangi kunci kesuksesan bec 2017
Ohh iya yekan dulu pas ada acara di Tempo yang ngewakilin tim sukses Anies-Sandi kan si Indra J Piliang wkwkwk. Tukang narkoba,1,0,1,0,0,0,0,0,1,1,0,0,oh iya iyakan dulu pas ada acara di tempo yang mewakili tim sukses anies sandi kan sih indra piliang wkwk tukang narkoba
Cowo yg hobi selfie itu ga ada beda ny sama lekong &amp; banci kaleng',1,1,0,1,0,0,0,1,0,0,1,0,cowok yang hobi swafoto itu tidak ada beda nya sama lekong amp banci kaleng
"Anda salah menyebut keberserahdirian, Bapak Menteri Agama, itu ekspresi Tuhan Datang MELAYANI bukan minta di-sembah2",1,0,0,1,1,0,0,0,0,0,1,0,anda salah menyebut keberserahdirian bapak menteri agama itu ekspresi tuhan datang melayani bukan meminta di sembah sembah
Sudah tak bisa dipungkiri lagi rezim jokowi adalah rezim anti islam.,1,0,1,0,1,0,0,0,0,1,0,0,sudah tak bisa dipungkiri lagi rezim jokowi adalah rezim anti islam
"USER cebong kampretos bilang yg penting infrastruktur jalan truz, g apa"" yg lain mahal dan naik\xf0\x9f\x90\xb8\xf0\x9f\x91\x89\xf0\x9f\x9a\xbd'",1,1,1,0,0,0,0,0,1,1,0,0,cebong kampret bilang yang penting infrastruktur jalan teruskan apa yang lain mahal dan naik
"Di Amerika, diketahui sekitar 200.000 orang setiap tahunnya pindah dari agama Kristen ke agama Islam.",0,0,0,0,0,0,0,0,0,0,0,0,di amerika diketahui sekitar 200 000 orang setiap tahunnya pindah dari agama kristen ke agama islam
RT USER USER namanya juga sandirawa para pecundang. Bubarkan ajah USER klo cma urus kasus ecek2 g brani urus BLBI RSSW dll,1,0,0,1,0,0,0,0,1,0,0,1,namanya juga sandirawa para pecundang bubarkan saja kalau cuma urus kasus ecek ecek berani urus bantuan likuiditas bank indonesia rumah sakit sumber waras dan lain lain
"Giat Bhabinkamtibmas Aiptu Martin Sembiring menyambangi tomas dan masyarakat desa Labuhan Labo, memberi pesan kamtibmas, anti berita hoax, isu sara dan ujaran kebencian serta jaga persatuan, kebersamaan situasi aman tka demikian dilaporkan URL",0,0,0,0,0,0,0,0,0,0,0,0,giat bhayangkara pembina keamanan dan ketertiban masyarakat aiptu martin sembiring menyambangi thomas dan masyarakat desa labuhan labo memberi pesan keamanan dan ketertiban masyarakat anti berita hoaks isu sara dan ujaran kebencian serta jaga persatuan kebersamaan situasi aman tenaga kerja asing demikian dilaporkan uniform resource locator
kenapa orang orang sumbu pendek nggak protes ke Prabowo yang menolak adanya pemberian sumbangan terhadap orang-orang Rohingya ya,1,0,0,1,0,0,0,0,1,0,1,0,kenapa orang orang sumbu pendek enggak protes ke prabowo yang menolak adanya pemberian sumbangan terhadap orang orang rohingya ya
"TOLAK PERPPU TOLAK REZIM OTORITER, PERPPU PINTU MASUK LENGSERKAN JOKOWI",1,0,1,0,0,0,0,0,1,0,0,1,tolak peraturan pemerintah pengganti undang undang tolak rezim otoriter peraturan pemerintah pengganti undang undang pintu masuk lengserkan jokowi
USER USER USER USER USER USER jadi anda masih sama. gagal paham mengenai kegagalan merangkul.; saya dari tadi cuap2 percuma. anda gagal paham.; contoh kelompok yg mana? 212 kemarin presiden aman2 saja tidak disa,0,0,0,0,0,0,0,0,0,0,0,0,jadi anda masih sama gagal paham mengenai kegagalan merangkul saya dari tadi cuap cuap percuma anda gagal paham contoh kelompok yang mana 212 kemarin presiden aman aman saja tidak di saat
"USER wkwk mampus lo jung, ruby'",1,1,1,0,0,0,0,0,1,1,0,0,wkwk mampus kamu jung ruby
USER USER Tong kemana waktu pak presiden dihina',0,0,0,0,0,0,0,0,0,0,0,0,tong kemana waktu pak presiden dihina
USER kalau boleh saya ngomong ingin saya katakan ahmad dhani monyet babi anjing. tapi itu tidak boleh,1,1,1,0,0,0,0,0,1,1,0,0,kalau boleh saya berbicara ingin saya katakan ahmad dhani monyet babi anjing tapi itu tidak boleh
USER Cinta buta itu cinta yg tak mendengar dan melihat fakta yg ada seperti kotoran kucing rasa coklat. Sependapat gak prof?',0,0,0,0,0,0,0,0,0,0,0,0,cinta buta itu cinta yang tak mendengar dan melihat fakta yang ada seperti kotoran kucing rasa coklat sependapat tidak prof
USER mampus lu. kalah kan lawan gua',1,1,1,0,0,0,0,0,1,1,0,0,mampus kamu kalah kan lawan gue
USER ya anjir salah tag wkwkwk apaan lu gue jennie zuyle lisa wkwkwk',0,1,0,0,0,0,0,0,0,0,0,0,ya anjir salah tag wkwk apaan kamu gue jennie zumi lisa wkwk
"Apes beneeeer... dapet jadwal shift pagi cuma 4 hari. Besok off, lusa shift malam sampai Sabtu depan !! Badan makin cungkring, ampuuuun... Zzzzzz'",0,0,0,0,0,0,0,0,0,0,0,0,apes beneeeer dapat jadwal shift pagi cuma hari besok off lusa shift malam sampai sabtu depan badan makin cungkring ampuuuun zzzzzz
"USER Koruptor dan teroris pelanggar HAM berat....koruptor membunuh rakyat dgn pelan...membikin rakyat miskin...bodoh dan kehilangan haknya dgn struktur dan sistematis...rakyat msh bnyk yg kekurangan gizi dan kelaparan, DPR malah sibuk korupsi...",0,0,0,0,0,0,0,0,0,0,0,0,koruptor dan teroris pelanggar ham berat koruptor membunuh rakyat dengan pelan membuat rakyat miskin bodoh dan kehilangan haknya dengan struktur dan sistematis rakyat masih banyak yang kekurangan gizi dan kelaparan dewan perwakilan rakyat malah sibuk korupsi
USER Saya setuju siapapun yang dipasangkan dengan jokowi; Dan saya setuju untuk tidak mencoblos pasangan tersebut,0,0,0,0,0,0,0,0,0,0,0,0,saya setuju siapapun yang dipasangkan dengan jokowi dan saya setuju untuk tidak mencoblos pasangan tersebut
